h,Y,M,D,H,GG,GD,GB,GN,T,RV,H,PS,U,D,N,R,h
1740,1992,3,14,12,292,244,48,88,23,95,42,685,30,270,8,2,12.79
1741,1992,3,14,13,339,261,78,136,53,65,36,579,60,270,8,0,14.34
1742,1992,3,14,14,519,174,345,610,53,65,36,579,70,270,1,0,14.34
1743,1992,3,14,15,347,230,117,226,52,63,34,557,60,270,6,0,13.73
1744,1992,3,14,16,164,153,11,26,52,68,37,602,60,293,9,0,14.48
1745,1992,3,14,17,161,140,21,68,55,65,36,587,60,293,9,0,14.54
1746,1992,3,14,18,36,35,1,8,43,81,42,673,70,270,9,6,14.82
1747,1992,3,14,19,0,0,0,0,28,95,44,710,40,315,7,0,13.8
1748,1992,3,14,20,0,0,0,0,51,82,45,720,50,270,7,2,16.38
1749,1992,3,14,21,0,0,0,0,51,83,45,729,50,270,7,0,16.38
1750,1992,3,14,22,0,0,0,0,51,82,45,720,40,270,7,0,16.38
1751,1992,3,14,23,0,0,0,0,53,79,44,704,50,270,7,1,16.34
1752,1992,3,14,24,0,0,0,0,43,87,45,723,30,270,7,0,15.57
1753,1992,3,15,1,0,0,0,0,60,74,43,692,70,270,9,2,16.8
1754,1992,3,15,2,0,0,0,0,50,73,39,637,60,293,9,2,14.78
1755,1992,3,15,3,0,0,0,0,35,86,42,675,70,315,9,1,14.01
1756,1992,3,15,4,0,0,0,0,38,73,36,586,50,315,9,0,12.82
1757,1992,3,15,5,0,0,0,0,35,67,32,526,50,315,9,0,11.51
1758,1992,3,15,6,0,0,0,0,35,60,29,471,50,293,9,0,10.76
1759,1992,3,15,7,11,11,0,9,28,64,30,478,40,293,9,0,10.31
1760,1992,3,15,8,25,24,1,19,30,57,27,432,30,293,9,0,9.76
1761,1992,3,15,9,75,71,4,19,38,63,31,505,30,293,9,0,11.57
1762,1992,3,15,10,147,136,11,29,45,66,34,556,30,293,9,0,13.03
1763,1992,3,15,11,167,156,11,23,44,65,34,544,50,293,9,0,12.92
1764,1992,3,15,12,297,247,50,91,51,69,37,606,40,293,8,0,14.38
1765,1992,3,15,13,342,264,78,135,59,67,38,622,40,293,8,0,15.44
1766,1992,3,15,14,181,171,10,18,47,74,39,632,40,270,9,0,14.48
1767,1992,3,15,15,211,196,15,29,61,57,33,537,50,270,9,0,14.4
1768,1992,3,15,16,289,194,95,218,61,51,30,480,50,315,6,0,13.64
1769,1992,3,15,17,153,140,13,42,55,62,35,560,40,315,9,0,14.29
1770,1992,3,15,18,69,64,5,29,53,59,32,526,40,270,9,0,13.34
1771,1992,3,15,19,8,7,1,43,47,66,35,564,30,315,9,0,13.48
1772,1992,3,15,20,0,0,0,0,43,71,36,590,20,315,9,0,13.32
1773,1992,3,15,21,0,0,0,0,42,67,34,553,30,315,9,0,12.72
1774,1992,3,15,22,0,0,0,0,41,64,32,524,30,315,9,0,12.12
1775,1992,3,15,23,0,0,0,0,40,62,31,504,20,293,9,0,11.77
1776,1992,3,15,24,0,0,0,0,39,67,33,541,30,293,9,0,12.17
1777,1992,3,16,1,0,0,0,0,39,65,32,525,30,293,4,0,11.92
1778,1992,3,16,2,0,0,0,0,38,66,33,529,20,293,4,0,12.07
1779,1992,3,16,3,0,0,0,0,30,66,31,500,20,270,4,0,10.76
1780,1992,3,16,4,0,0,0,0,17,74,32,511,20,270,4,0,9.69
1781,1992,3,16,5,0,0,0,0,17,74,32,511,20,270,4,0,9.69
1782,1992,3,16,6,0,0,0,0,19,74,32,519,20,270,4,0,9.89
1783,1992,3,16,7,0,0,0,0,3,84,32,525,20,270,4,0,8.27
1784,1992,3,16,8,42,37,5,56,18,79,34,550,10,270,9,0,10.29
1785,1992,3,16,9,161,105,56,239,45,68,35,573,20,270,6,0,13.28
1786,1992,3,16,10,300,144,156,421,55,65,36,587,20,315,4,0,14.54
1787,1992,3,16,11,394,181,213,445,64,63,37,606,30,315,3,0,15.7
1788,1992,3,16,12,472,197,275,500,70,60,37,601,30,293,2,0,16.31
1789,1992,3,16,13,528,187,341,583,78,59,39,624,40,270,1,0,17.62
1790,1992,3,16,14,539,168,371,644,82,58,39,631,30,248,0,0,18.03
1791,1992,3,16,15,425,205,220,417,85,61,42,677,40,248,4,0,19.08
1792,1992,3,16,16,203,186,17,38,87,62,43,698,30,293,9,0,19.54
1793,1992,3,16,17,167,144,23,71,81,66,44,713,40,248,9,0,19.18
1794,1992,3,16,18,103,81,22,124,79,71,47,757,40,225,8,0,19.73
1795,1992,3,16,19,19,18,1,69,77,74,48,778,20,180,4,0,19.77
1796,1992,3,16,20,0,0,0,0,75,77,49,798,20,180,4,0,19.82
1797,1992,3,16,21,0,0,0,0,74,79,50,814,20,180,4,0,19.97
1798,1992,3,16,22,0,0,0,0,74,78,50,803,20,135,4,0,19.97
1799,1992,3,16,23,0,0,0,0,74,78,50,803,30,180,4,0,19.97
1800,1992,3,16,24,0,0,0,0,76,79,51,825,20,180,4,0,20.42
1801,1992,3,17,1,0,0,0,0,78,88,58,931,30,225,9,0,22.38
1802,1992,3,17,2,0,0,0,0,78,95,62,1005,20,203,9,0,23.38
1803,1992,3,17,3,0,0,0,0,77,99,65,1041,20,203,9,0,24.03
1804,1992,3,17,4,0,0,0,0,79,99,65,1055,20,225,9,0,24.24
1805,1992,3,17,5,0,0,0,0,79,100,66,1066,20,180,9,0,24.49
1806,1992,3,17,6,0,0,0,0,81,100,67,1080,20,225,9,0,24.94
1807,1992,3,17,7,0,0,0,0,82,99,67,1077,20,248,9,0,25.04
1808,1992,3,17,8,8,8,0,1,80,100,67,1073,20,270,9,0,24.84
1809,1992,3,17,9,25,25,0,2,82,100,67,1088,20,270,9,0,25.04
1810,1992,3,17,10,39,38,1,2,85,99,68,1099,10,225,9,0,25.6
1811,1992,3,17,11,69,67,2,4,89,96,68,1095,20,225,9,0,26.01
1812,1992,3,17,12,117,113,4,8,94,95,70,1121,20,248,9,0,27.02
1813,1992,3,17,13,181,171,10,17,99,93,70,1134,20,225,9,0,27.53
1814,1992,3,17,14,167,158,9,15,100,93,71,1142,30,248,9,0,27.88
1815,1992,3,17,15,83,81,2,4,100,90,69,1105,20,225,9,0,27.38
1816,1992,3,17,16,125,119,6,14,102,90,70,1120,30,225,9,0,27.84
1817,1992,3,17,17,47,46,1,4,99,93,70,1134,20,203,9,0,27.53
1818,1992,3,17,18,28,27,1,4,98,93,70,1127,20,203,9,0,27.43
1819,1992,3,17,19,3,3,0,2,95,90,66,1069,20,225,9,0,26.12
1820,1992,3,17,20,0,0,0,0,93,92,67,1078,20,225,9,0,26.17
1821,1992,3,17,21,0,0,0,0,95,89,66,1057,20,225,9,0,26.12
1822,1992,3,17,22,0,0,0,0,95,87,64,1033,20,225,9,0,25.62
1823,1992,3,17,23,0,0,0,0,93,88,64,1031,10,203,9,0,25.41
1824,1992,3,17,24,0,0,0,0,86,92,64,1028,20,158,9,0,24.7
1825,1992,3,18,1,0,0,0,0,81,93,62,1005,20,180,9,0,23.69
1826,1992,3,18,2,0,0,0,0,82,92,62,1001,20,180,9,0,23.79
1827,1992,3,18,3,0,0,0,0,74,95,61,978,20,180,9,0,22.73
1828,1992,3,18,4,0,0,0,0,72,95,60,965,10,180,9,0,22.27
1829,1992,3,18,5,0,0,0,0,67,95,58,932,20,180,9,0,21.26
1830,1992,3,18,6,0,0,0,0,41,100,51,819,10,180,9,0,16.87
1831,1992,3,18,7,0,0,0,0,41,100,51,819,10,158,9,0,16.87
1832,1992,3,18,8,11,11,0,2,53,100,55,891,10,180,9,0,19.09
1833,1992,3,18,9,47,45,2,6,66,97,59,946,20,180,9,0,21.41
1834,1992,3,18,10,69,67,2,6,78,92,60,974,10,180,9,0,22.88
1835,1992,3,18,11,81,79,2,5,89,84,59,958,20,203,9,0,23.75
1836,1992,3,18,12,117,113,4,8,98,76,57,921,20,203,9,0,24.17
1837,1992,3,18,13,119,115,4,7,95,83,61,986,20,180,9,0,24.86
1838,1992,3,18,14,114,110,4,7,97,80,60,963,20,158,9,0,24.82
1839,1992,3,18,15,144,137,7,13,105,76,60,965,30,180,9,0,25.63
1840,1992,3,18,16,147,138,9,19,110,76,62,998,30,180,9,0,26.64
1841,1992,3,18,17,111,104,7,20,113,73,61,978,30,180,9,0,26.7
1842,1992,3,18,18,69,64,5,24,107,79,63,1017,20,180,9,0,26.59
1843,1992,3,18,19,14,13,1,38,105,79,62,1003,20,180,9,0,26.13
1844,1992,3,18,20,0,0,0,0,103,80,62,1002,10,180,9,0,25.93
1845,1992,3,18,21,0,0,0,0,91,85,61,983,30,180,9,0,24.46
1846,1992,3,18,22,0,0,0,0,99,79,60,964,30,203,9,0,25.02
1847,1992,3,18,23,0,0,0,0,108,74,59,959,50,225,9,1,25.68
1848,1992,3,18,24,0,0,0,0,97,89,66,1071,50,248,9,2,26.32
1849,1992,3,19,1,0,0,0,0,90,93,66,1068,50,248,7,0,25.61
1850,1992,3,19,2,0,0,0,0,90,93,66,1068,40,248,7,0,25.61
1851,1992,3,19,3,0,0,0,0,93,92,67,1078,40,270,7,0,26.17
1852,1992,3,19,4,0,0,0,0,80,87,58,933,30,293,7,0,22.59
1853,1992,3,19,5,0,0,0,0,68,91,56,899,30,293,7,0,20.86
1854,1992,3,19,6,0,0,0,0,61,91,53,857,20,293,7,0,19.4
1855,1992,3,19,7,0,0,0,0,56,93,52,846,20,293,7,0,18.64
1856,1992,3,19,8,31,29,2,17,60,90,52,842,10,293,9,0,19.05
1857,1992,3,19,9,153,116,37,146,74,84,54,865,20,270,8,0,20.97
1858,1992,3,19,10,289,164,125,322,82,81,55,881,30,315,5,0,22.04
1859,1992,3,19,11,275,225,50,101,85,75,52,832,20,293,8,0,21.59
1860,1992,3,19,12,372,255,117,207,92,74,53,861,30,293,7,0,22.55
1861,1992,3,19,13,422,262,160,266,103,69,54,864,20,270,6,0,23.92
1862,1992,3,19,14,322,268,54,91,105,65,51,825,30,315,8,0,23.37
1863,1992,3,19,15,350,244,106,196,110,63,51,827,30,270,7,0,23.88
1864,1992,3,19,16,306,202,104,229,104,67,52,845,30,293,6,0,23.52
1865,1992,3,19,17,183,152,31,93,103,66,51,827,40,248,8,0,23.17
1866,1992,3,19,18,72,67,5,25,98,67,50,812,30,248,9,0,22.41
1867,1992,3,19,19,11,10,1,18,92,74,53,861,30,225,7,0,22.55
1868,1992,3,19,20,0,0,0,0,87,70,49,788,40,225,7,0,21.04
1869,1992,3,19,21,0,0,0,0,86,72,50,805,30,203,7,0,21.19
1870,1992,3,19,22,0,0,0,0,82,76,51,827,30,180,7,0,21.03
1871,1992,3,19,23,0,0,0,0,81,76,51,821,40,180,7,0,20.93
1872,1992,3,19,24,0,0,0,0,88,73,51,827,40,225,7,0,21.64
1873,1992,3,20,1,0,0,0,0,88,80,56,906,50,225,9,0,22.9
1874,1992,3,20,2,0,0,0,0,88,87,61,985,40,248,9,0,24.15
1875,1992,3,20,3,0,0,0,0,87,90,63,1013,50,248,9,0,24.55
1876,1992,3,20,4,0,0,0,0,85,88,61,977,50,248,9,0,23.85
1877,1992,3,20,5,0,0,0,0,83,90,61,985,60,225,9,0,23.64
1878,1992,3,20,6,0,0,0,0,83,90,61,985,60,225,9,0,23.64
1879,1992,3,20,7,0,0,0,0,83,91,62,996,50,225,9,0,23.89
1880,1992,3,20,8,14,14,0,3,85,91,63,1010,50,225,9,0,24.35
1881,1992,3,20,9,75,71,4,15,86,88,61,983,70,248,9,0,23.95
1882,1992,3,20,10,133,125,8,20,92,86,62,1001,60,248,9,0,24.81
1883,1992,3,20,11,111,107,4,9,94,88,64,1038,60,248,9,0,25.51
1884,1992,3,20,12,56,55,1,2,92,93,67,1082,60,248,9,0,26.06
1885,1992,3,20,13,61,60,1,2,96,90,67,1076,70,248,9,0,26.47
1886,1992,3,20,14,83,81,2,3,96,94,70,1124,60,248,9,0,27.22
1887,1992,3,20,15,47,46,1,1,94,97,71,1144,60,248,9,8,27.27
1888,1992,3,20,16,25,25,0,1,95,97,72,1152,50,248,9,16,27.62
1889,1992,3,20,17,19,19,0,1,96,96,71,1148,50,248,9,1,27.47
1890,1992,3,20,18,6,6,0,0,98,95,71,1151,60,270,9,1,27.68
1891,1992,3,20,19,6,6,0,4,99,95,72,1159,40,270,9,0,28.03
1892,1992,3,20,20,0,0,0,0,99,94,71,1147,50,248,9,0,27.78
1893,1992,3,20,21,0,0,0,0,101,94,72,1162,50,248,9,0,28.24
1894,1992,3,20,22,0,0,0,0,100,94,72,1154,40,248,9,0,28.13
1895,1992,3,20,23,0,0,0,0,98,95,71,1151,30,248,9,0,27.68
1896,1992,3,20,24,0,0,0,0,96,96,71,1148,40,248,9,0,27.47
1897,1992,3,21,1,0,0,0,0,93,97,71,1136,50,225,8,0,27.17
1898,1992,3,21,2,0,0,0,0,94,95,70,1121,50,248,8,0,27.02
1899,1992,3,21,3,0,0,0,0,93,95,69,1113,50,248,8,0,26.67
1900,1992,3,21,4,0,0,0,0,93,94,68,1101,40,225,8,0,26.42
1901,1992,3,21,5,0,0,0,0,94,94,69,1109,40,225,8,0,26.77
1902,1992,3,21,6,0,0,0,0,96,94,70,1124,40,225,8,0,27.22
1903,1992,3,21,7,0,0,0,0,98,90,68,1090,50,225,8,0,26.93
1904,1992,3,21,8,8,8,0,1,96,88,65,1052,60,248,8,0,25.97
1905,1992,3,21,9,56,54,2,8,92,88,64,1024,80,248,9,0,25.31
1906,1992,3,21,10,28,28,0,1,95,87,64,1033,90,225,8,0,25.62
1907,1992,3,21,11,97,94,3,7,102,82,63,1021,90,225,9,28,26.08
1908,1992,3,21,12,69,68,1,3,59,90,52,836,60,270,9,15,18.95
1909,1992,3,21,13,197,186,11,19,74,81,52,834,80,270,9,0,20.47
1910,1992,3,21,14,272,250,22,37,78,68,45,720,10,270,9,0,19.12
1911,1992,3,21,15,414,231,183,332,95,58,43,689,10,270,5,0,20.35
1912,1992,3,21,16,325,203,122,264,88,60,42,680,70,270,6,0,19.39
1913,1992,3,21,17,194,156,38,109,91,60,43,694,90,270,8,0,19.94
1914,1992,3,21,18,158,81,77,384,89,60,42,684,80,270,4,0,19.49
1915,1992,3,21,19,33,29,4,90,83,62,42,679,80,270,8,0,18.88
1916,1992,3,21,20,0,0,0,0,84,62,42,683,70,270,8,0,18.98
1917,1992,3,21,21,0,0,0,0,80,63,42,676,60,270,8,0,18.57
1918,1992,3,21,22,0,0,0,0,78,65,43,688,60,270,8,0,18.62
1919,1992,3,21,23,0,0,0,0,75,67,43,695,50,270,8,0,18.32
1920,1992,3,21,24,0,0,0,0,68,71,43,702,50,270,8,0,17.61
1921,1992,3,22,1,0,0,0,0,68,73,45,721,50,270,9,0,18.11
1922,1992,3,22,2,0,0,0,0,68,74,45,731,40,248,9,0,18.11
1923,1992,3,22,3,0,0,0,0,68,75,46,741,40,248,9,0,18.36
1924,1992,3,22,4,0,0,0,0,65,83,50,804,40,248,9,2,19.06
1925,1992,3,22,5,0,0,0,0,60,89,52,832,30,248,9,8,19.05
1926,1992,3,22,6,0,0,0,0,51,91,49,800,20,180,9,5,17.38
1927,1992,3,22,7,0,0,0,0,48,97,52,835,30,158,9,6,17.83
1928,1992,3,22,8,6,6,0,0,56,97,55,882,30,180,9,12,19.39
1929,1992,3,22,9,19,19,0,1,56,99,56,901,30,135,9,12,19.64
1930,1992,3,22,10,31,31,0,1,56,99,56,901,40,113,10,30,19.64
1931,1992,3,22,11,36,36,0,1,60,97,56,907,20,90,10,5,20.05
1932,1992,3,22,12,86,84,2,4,62,97,57,920,40,23,9,0,20.5
1933,1992,3,22,13,242,225,17,28,78,87,57,921,40,360,9,0,22.13
1934,1992,3,22,14,181,171,10,16,73,85,54,869,50,360,9,0,20.87
1935,1992,3,22,15,119,114,5,8,69,85,52,846,30,270,9,0,19.96
1936,1992,3,22,16,47,46,1,2,68,86,53,850,30,315,9,6,20.11
1937,1992,3,22,17,36,35,1,2,50,93,50,811,40,270,9,2,17.53
1938,1992,3,22,18,81,75,6,28,64,83,49,798,40,293,9,0,18.7
1939,1992,3,22,19,14,13,1,15,48,90,48,774,30,360,9,0,16.83
1940,1992,3,22,20,0,0,0,0,58,81,46,747,40,293,9,0,17.34
1941,1992,3,22,21,0,0,0,0,52,87,48,770,30,270,9,0,17.24
1942,1992,3,22,22,0,0,0,0,44,88,46,736,30,270,9,0,15.92
1943,1992,3,22,23,0,0,0,0,49,88,47,762,30,270,9,0,16.68
1944,1992,3,22,24,0,0,0,0,40,93,47,757,20,248,9,0,15.77
1945,1992,3,23,1,0,0,0,0,40,93,47,757,30,248,7,0,15.77
1946,1992,3,23,2,0,0,0,0,43,91,47,756,40,248,7,0,16.07
1947,1992,3,23,3,0,0,0,0,42,93,47,767,30,248,7,0,15.97
1948,1992,3,23,4,0,0,0,0,50,91,49,794,30,248,7,20,17.28
1949,1992,3,23,5,0,0,0,0,37,95,47,757,30,270,7,1,15.46
1950,1992,3,23,6,0,0,0,0,35,93,45,730,20,248,7,0,14.76
1951,1992,3,23,7,0,0,0,0,33,95,45,736,10,203,7,0,14.56
1952,1992,3,23,8,31,30,1,11,39,93,46,751,10,225,9,0,15.42
1953,1992,3,23,9,108,100,8,27,54,90,50,807,30,225,9,0,17.94
1954,1992,3,23,10,175,162,13,32,62,85,50,806,10,270,9,0,18.75
1955,1992,3,23,11,292,235,57,109,78,71,46,751,10,270,8,0,19.37
1956,1992,3,23,12,306,265,41,70,72,73,46,742,30,315,9,0,18.77
1957,1992,3,23,13,242,225,17,27,55,79,44,714,50,315,9,0,16.54
1958,1992,3,23,14,467,252,215,350,67,72,44,707,30,315,5,0,17.76
1959,1992,3,23,15,378,249,129,229,74,67,43,690,40,315,6,0,18.22
1960,1992,3,23,16,372,189,183,385,75,68,44,705,30,315,4,0,18.57
1961,1992,3,23,17,242,156,86,243,71,72,45,726,30,270,6,0,18.41
1962,1992,3,23,18,125,96,29,140,64,77,46,740,30,315,8,0,17.95
1963,1992,3,23,19,14,13,1,12,64,77,46,740,30,360,7,0,17.95
1964,1992,3,23,20,0,0,0,0,45,87,45,733,10,315,7,0,15.78
1965,1992,3,23,21,0,0,0,0,36,93,45,736,10,293,7,0,14.86
1966,1992,3,23,22,0,0,0,0,24,97,44,705,10,113,7,0,13.4
1967,1992,3,23,23,0,0,0,0,30,95,45,720,10,90,7,0,14.25
1968,1992,3,23,24,0,0,0,0,29,96,45,723,10,68,7,0,14.15
1969,1992,3,24,1,0,0,0,0,20,99,43,699,10,68,9,0,12.74
1970,1992,3,24,2,0,0,0,0,24,97,44,705,20,45,9,0,13.4
1971,1992,3,24,3,0,0,0,0,27,94,43,698,30,45,9,0,13.45
1972,1992,3,24,4,0,0,0,0,23,94,42,678,50,45,9,0,12.79
1973,1992,3,24,5,0,0,0,0,30,89,42,675,40,45,9,0,13.5
1974,1992,3,24,6,0,0,0,0,29,89,41,670,40,23,9,0,13.15
1975,1992,3,24,7,3,3,0,10,28,87,40,650,50,23,9,0,12.8
1976,1992,3,24,8,69,60,9,68,31,86,41,657,50,23,9,0,13.36
1977,1992,3,24,9,128,118,10,36,37,89,44,709,60,45,9,0,14.71
1978,1992,3,24,10,161,150,11,27,52,82,45,725,70,45,9,0,16.49
1979,1992,3,24,11,175,164,11,20,57,72,41,660,70,23,9,0,15.99
1980,1992,3,24,12,164,156,8,14,60,71,41,664,70,45,9,0,16.3
1981,1992,3,24,13,269,248,21,33,73,63,40,644,60,23,9,0,17.36
1982,1992,3,24,14,378,280,98,159,75,68,44,705,60,23,7,2,18.57
1983,1992,3,24,15,122,117,5,8,60,82,47,767,50,23,9,1,17.8
1984,1992,3,24,16,300,216,84,175,74,68,43,700,70,23,7,0,18.22
1985,1992,3,24,17,175,158,17,46,67,72,44,707,70,23,9,0,17.76
1986,1992,3,24,18,83,77,6,27,65,72,43,697,70,23,9,0,17.3
1987,1992,3,24,19,17,16,1,15,59,78,45,724,50,23,9,0,17.2
1988,1992,3,24,20,0,0,0,0,59,78,45,724,50,23,9,0,17.2
1989,1992,3,24,21,0,0,0,0,52,82,45,725,50,23,9,0,16.49
1990,1992,3,24,22,0,0,0,0,50,82,44,715,60,23,9,0,16.03
1991,1992,3,24,23,0,0,0,0,51,85,46,747,50,23,9,0,16.63
1992,1992,3,24,24,0,0,0,0,52,83,45,734,50,23,9,0,16.49
1993,1992,3,25,1,0,0,0,0,48,84,45,723,50,23,9,0,16.08
1994,1992,3,25,2,0,0,0,0,46,83,44,704,50,23,9,0,15.63
1995,1992,3,25,3,0,0,0,0,41,85,43,696,30,23,9,0,14.87
1996,1992,3,25,4,0,0,0,0,44,85,44,711,30,23,9,0,15.42
1997,1992,3,25,5,0,0,0,0,47,81,43,692,40,23,9,0,15.48
1998,1992,3,25,6,0,0,0,0,46,80,42,679,40,360,9,0,15.13
1999,1992,3,25,7,0,0,0,0,45,81,42,682,30,360,9,0,15.03
2000,1992,3,25,8,19,19,0,3,48,73,39,628,30,360,9,0,14.58
2001,1992,3,25,9,58,56,2,7,49,70,37,606,40,23,9,0,14.18
2002,1992,3,25,10,89,86,3,8,49,70,37,606,30,23,9,0,14.18
2003,1992,3,25,11,125,120,5,10,51,68,37,597,40,23,9,0,14.38
2004,1992,3,25,12,200,188,12,20,56,63,35,573,40,23,9,0,14.39
2005,1992,3,25,13,253,235,18,29,58,63,36,581,40,360,9,0,14.84
2006,1992,3,25,14,219,205,14,22,61,60,35,565,30,360,9,0,14.9
2007,1992,3,25,15,333,260,73,128,70,56,35,561,40,270,8,0,15.81
2008,1992,3,25,16,397,183,214,443,68,56,34,553,20,270,3,0,15.35
2009,1992,3,25,17,78,75,3,8,61,67,39,631,30,270,9,0,15.9
2010,1992,3,25,18,39,38,1,6,58,71,40,655,30,270,9,0,15.84
2011,1992,3,25,19,25,23,2,29,55,73,41,659,40,270,9,0,15.79
2012,1992,3,25,20,0,0,0,0,49,77,41,667,40,248,9,0,15.18
2013,1992,3,25,21,0,0,0,0,49,79,42,684,40,225,9,0,15.43
2014,1992,3,25,22,0,0,0,0,48,81,43,697,50,225,9,2,15.58
2015,1992,3,25,23,0,0,0,0,45,89,46,750,50,203,9,3,16.03
2016,1992,3,25,24,0,0,0,0,42,93,47,767,40,203,9,5,15.97
2017,1992,3,26,1,0,0,0,0,42,93,47,767,60,203,9,5,15.97
2018,1992,3,26,2,0,0,0,0,42,93,47,767,50,203,9,11,15.97
2019,1992,3,26,3,0,0,0,0,38,93,46,746,60,203,9,7,15.32
2020,1992,3,26,4,0,0,0,0,37,94,46,749,50,203,9,9,15.21
2021,1992,3,26,5,0,0,0,0,30,94,44,713,60,203,9,4,14
2022,1992,3,26,6,0,0,0,0,27,95,44,705,60,203,9,1,13.7
2023,1992,3,26,7,0,0,0,0,31,92,43,702,50,203,9,4,13.86
2024,1992,3,26,8,11,11,0,1,30,94,44,713,40,203,9,0,14
2025,1992,3,26,9,33,32,1,2,31,92,43,702,60,203,9,0,13.86
2026,1992,3,26,10,72,70,2,5,35,93,45,730,40,203,9,0,14.76
2027,1992,3,26,11,94,91,3,6,41,93,47,762,40,203,9,0,15.87
2028,1992,3,26,12,103,100,3,5,42,93,47,767,30,180,9,0,15.97
2029,1992,3,26,13,161,154,7,11,51,91,49,800,30,180,9,0,17.38
2030,1992,3,26,14,83,81,2,3,53,90,50,802,30,180,9,0,17.84
2031,1992,3,26,15,100,97,3,5,57,89,50,815,30,158,9,6,18.24
2032,1992,3,26,16,89,86,3,6,54,93,52,834,30,180,9,1,18.44
2033,1992,3,26,17,56,54,2,4,53,95,52,846,30,180,9,0,18.34
2034,1992,3,26,18,19,19,0,1,53,93,51,829,20,180,9,2,18.09
2035,1992,3,26,19,6,6,0,1,52,96,53,849,10,180,9,0,18.49
2036,1992,3,26,20,0,0,0,0,50,96,52,838,10,270,9,0,18.03
2037,1992,3,26,21,0,0,0,0,49,99,53,858,10,225,9,6,18.18
2038,1992,3,26,22,0,0,0,0,51,100,54,879,10,270,9,0,18.64
2039,1992,3,26,23,0,0,0,0,51,99,54,870,10,315,9,0,18.64
2040,1992,3,26,24,0,0,0,0,49,100,54,866,10,315,9,0,18.43
2041,1992,3,27,1,0,0,0,0,43,100,51,831,10,90,9,0,17.07
2042,1992,3,27,2,0,0,0,0,42,100,51,825,10,180,9,0,16.97
2043,1992,3,27,3,0,0,0,0,41,100,51,819,10,293,9,0,16.87
2044,1992,3,27,4,0,0,0,0,33,100,48,774,10,293,9,0,15.31
2045,1992,3,27,5,0,0,0,0,34,100,48,780,10,45,9,0,15.41
2046,1992,3,27,6,0,0,0,0,40,100,50,813,0,360,9,0,16.52
2047,1992,3,27,7,0,0,0,0,46,100,53,848,20,23,9,0,17.88
2048,1992,3,27,8,8,8,0,0,44,100,52,837,30,45,9,0,17.42
2049,1992,3,27,9,39,38,1,3,47,99,52,846,30,45,9,0,17.73
2050,1992,3,27,10,83,80,3,7,54,96,53,861,30,23,9,0,18.69
2051,1992,3,27,11,167,158,9,17,66,88,53,858,40,360,9,0,19.91
2052,1992,3,27,12,286,262,24,39,76,79,51,825,40,360,9,0,20.42
2053,1992,3,27,13,319,285,34,52,85,72,49,799,50,360,9,0,20.84
2054,1992,3,27,14,406,284,122,192,84,75,51,827,50,270,7,0,21.24
2055,1992,3,27,15,375,261,114,196,73,82,52,839,50,360,7,0,20.37
2056,1992,3,27,16,122,117,5,11,59,86,49,799,50,360,9,3,18.2
2057,1992,3,27,17,28,28,0,1,56,78,44,710,70,360,9,0,16.64
2058,1992,3,27,18,78,73,5,21,61,71,41,669,50,360,9,0,16.4
2059,1992,3,27,19,42,33,9,131,52,73,40,646,50,270,8,0,15.24
2060,1992,3,27,20,0,0,0,0,45,80,42,674,30,270,9,0,15.03
2061,1992,3,27,21,0,0,0,0,37,83,41,661,40,270,9,0,13.96
2062,1992,3,27,22,0,0,0,0,29,87,40,655,40,360,9,0,12.9
2063,1992,3,27,23,0,0,0,0,35,83,40,652,30,315,9,5,13.51
2064,1992,3,27,24,0,0,0,0,23,90,40,649,30,270,9,0,12.3
2065,1992,3,28,1,0,0,0,0,24,82,37,596,60,270,8,2,11.65
2066,1992,3,28,2,0,0,0,0,10,93,38,611,30,315,8,1,10.48
2067,1992,3,28,3,0,0,0,0,16,90,38,617,30,293,8,0,11.09
2068,1992,3,28,4,0,0,0,0,18,87,37,605,20,293,8,0,11.04
2069,1992,3,28,5,0,0,0,0,21,82,36,583,30,293,8,0,11.09
2070,1992,3,28,6,0,0,0,0,30,72,34,546,50,315,8,0,11.51
2071,1992,3,28,7,6,6,0,13,25,79,36,578,30,293,8,0,11.5
2072,1992,3,28,8,44,42,2,14,30,80,37,606,30,315,9,0,12.26
2073,1992,3,28,9,158,138,20,64,35,76,37,597,40,315,9,0,12.76
2074,1992,3,28,10,322,188,134,302,37,79,39,629,50,315,5,0,13.46
2075,1992,3,28,11,383,238,145,264,56,67,38,609,50,315,6,0,15.14
2076,1992,3,28,12,394,278,116,188,49,69,37,598,50,360,7,0,14.18
2077,1992,3,28,13,328,289,39,60,41,82,42,672,70,315,9,0,14.62
2078,1992,3,28,14,403,287,116,181,60,64,37,599,60,315,7,1,15.3
2079,1992,3,28,15,267,245,22,37,58,70,40,646,50,270,9,0,15.84
2080,1992,3,28,16,278,225,53,106,58,62,35,572,50,315,8,0,14.59
2081,1992,3,28,17,219,171,48,128,55,64,36,578,60,315,8,0,14.54
2082,1992,3,28,18,103,95,8,35,43,76,39,631,50,315,9,0,14.07
2083,1992,3,28,19,39,34,5,64,34,78,38,608,50,315,9,0,12.91
2084,1992,3,28,20,0,0,0,0,27,91,42,675,30,270,8,0,13.2
2085,1992,3,28,21,0,0,0,0,29,87,40,655,30,315,8,0,12.9
2086,1992,3,28,22,0,0,0,0,23,87,39,627,20,315,8,0,12.05
