h,Y,M,D,H,GG,GD,GB,GN,T,RV,H,PS,U,D,N,R,h
5108,2000,8,1,20,29,28,1,9,213,84,133,2128,40,270,4,1,55.1
5109,2000,8,1,21,5,5,0,0,184,94,125,1990,10,270,4,13,50.09
5110,2000,8,1,22,0,0,0,0,182,96,126,2007,10,270,4,2,50.14
5111,2000,8,1,23,0,0,0,0,177,97,123,1965,20,225,4,10,48.86
5112,2000,8,1,24,0,0,0,0,168,94,112,1799,20,225,4,6,45.16
5113,2000,8,2,1,0,0,0,0,153,96,104,1669,20,248,3,0,41.6
5114,2000,8,2,2,0,0,0,0,147,96,100,1606,20,180,3,0,39.98
5115,2000,8,2,3,0,0,0,0,143,97,99,1581,20,203,3,0,39.32
5116,2000,8,2,4,0,0,0,0,139,97,96,1541,20,203,3,0,38.15
5117,2000,8,2,5,1,1,0,0,139,98,97,1557,20,203,3,0,38.41
5118,2000,8,2,6,25,23,2,43,147,99,103,1656,30,225,3,0,40.74
5119,2000,8,2,7,127,88,39,193,163,98,114,1817,50,225,6,0,45.15
5120,2000,8,2,8,236,151,85,240,177,91,115,1843,50,225,6,0,46.84
5121,2000,8,2,9,318,216,102,205,183,86,113,1809,50,225,6,0,46.96
5122,2000,8,2,10,441,258,183,292,197,82,118,1882,50,225,5,0,49.66
5123,2000,8,2,11,689,171,518,712,205,69,104,1664,50,270,0,0,46.94
5124,2000,8,2,12,783,154,629,791,208,63,97,1548,50,270,0,0,45.48
5125,2000,8,2,13,800,174,626,759,213,55,87,1394,50,270,0,0,43.46
5126,2000,8,2,14,601,324,277,340,216,60,97,1549,60,248,4,0,46.3
5127,2000,8,2,15,573,300,273,356,225,57,97,1554,60,248,4,0,47.22
5128,2000,8,2,16,516,264,252,370,214,62,99,1581,50,248,4,0,46.6
5129,2000,8,2,17,413,227,186,327,220,61,101,1613,70,248,4,0,47.72
5130,2000,8,2,18,322,168,154,357,215,62,99,1590,60,225,4,0,46.7
5131,2000,8,2,19,206,112,94,335,203,66,98,1573,50,248,4,0,45.22
5132,2000,8,2,20,44,41,3,22,188,72,97,1563,40,225,9,0,43.43
5133,2000,8,2,21,2,2,0,0,175,78,97,1560,30,248,3,0,42.09
5134,2000,8,2,22,0,0,0,0,174,79,98,1570,30,248,3,0,42.24
5135,2000,8,2,23,0,0,0,0,162,82,94,1510,40,225,3,0,40.01
5136,2000,8,2,24,0,0,0,0,156,81,89,1436,40,203,3,0,38.13
5137,2000,8,3,1,0,0,0,0,152,83,89,1434,40,203,6,0,37.72
5138,2000,8,3,2,0,0,0,0,158,82,92,1472,50,203,6,0,39.09
5139,2000,8,3,3,0,0,0,0,147,87,91,1455,30,203,6,0,37.71
5140,2000,8,3,4,0,0,0,0,150,87,92,1484,40,203,6,0,38.27
5141,2000,8,3,5,1,1,0,0,149,88,93,1491,40,203,6,0,38.42
5142,2000,8,3,6,14,13,1,15,152,89,96,1538,40,203,6,0,39.49
5143,2000,8,3,7,66,62,4,20,157,87,97,1552,40,203,9,0,40.25
5144,2000,8,3,8,150,138,12,34,164,84,98,1567,40,203,9,0,41.22
5145,2000,8,3,9,316,214,102,204,187,77,104,1661,40,203,6,0,45.09
5146,2000,8,3,10,406,267,139,222,187,76,102,1639,50,225,6,0,44.59
5147,2000,8,3,11,476,309,167,230,202,71,105,1681,50,203,6,0,46.89
5148,2000,8,3,12,568,322,246,310,194,72,101,1622,40,203,5,0,45.05
5149,2000,8,3,13,752,221,531,645,215,63,101,1616,50,203,0,0,47.21
5150,2000,8,3,14,555,341,214,264,217,64,104,1662,50,180,6,0,48.17
5151,2000,8,3,15,612,275,337,441,222,61,102,1633,50,180,3,0,48.18
5152,2000,8,3,16,475,280,195,286,225,56,95,1527,40,225,5,0,46.71
5153,2000,8,3,17,289,245,44,77,221,58,96,1543,20,203,8,2,46.55
5154,2000,8,3,18,112,107,5,13,179,80,102,1641,50,315,9,67,43.77
5155,2000,8,3,19,71,68,3,12,160,91,103,1655,20,158,9,3,42.07
5156,2000,8,3,20,115,84,31,246,162,94,108,1731,0,360,6,0,43.54
5157,2000,8,3,21,19,19,0,0,149,96,102,1627,10,270,6,0,40.69
5158,2000,8,3,22,0,0,0,0,143,96,98,1565,10,68,6,0,39.07
5159,2000,8,3,23,0,0,0,0,137,97,95,1521,0,360,6,0,37.7
5160,2000,8,3,24,0,0,0,0,141,97,97,1561,10,135,6,0,38.61
5161,2000,8,4,1,0,0,0,0,131,98,92,1477,10,270,7,0,36.33
5162,2000,8,4,2,0,0,0,0,122,98,87,1393,0,360,7,0,34.15
5163,2000,8,4,3,0,0,0,0,129,99,92,1473,10,180,7,0,36.12
5164,2000,8,4,4,0,0,0,0,116,99,84,1352,0,360,7,0,32.78
5165,2000,8,4,5,2,2,0,1,108,99,80,1282,0,360,7,0,30.96
5166,2000,8,4,6,23,20,3,64,117,99,85,1361,10,158,7,0,33.14
5167,2000,8,4,7,105,86,19,97,139,99,98,1572,10,270,8,0,38.66
5168,2000,8,4,8,243,145,98,281,161,99,113,1812,10,270,5,0,44.7
5169,2000,8,4,9,327,210,117,236,183,79,104,1662,10,45,6,0,44.68
5170,2000,8,4,10,306,268,38,61,186,72,96,1543,10,270,9,0,42.97
5171,2000,8,4,11,395,317,78,108,189,69,94,1507,10,270,8,0,42.77
5172,2000,8,4,12,587,312,275,348,206,63,95,1529,30,293,4,0,44.77
5173,2000,8,4,13,740,230,510,622,204,66,99,1582,30,315,0,0,45.57
5174,2000,8,4,14,536,345,191,236,202,68,100,1610,30,315,6,0,45.62
5175,2000,8,4,15,305,282,23,30,201,69,101,1624,30,270,9,0,45.77
5176,2000,8,4,16,272,252,20,30,201,70,103,1647,40,315,9,0,46.28
5177,2000,8,4,17,241,222,19,34,200,73,107,1707,30,315,9,0,47.19
5178,2000,8,4,18,162,150,12,27,190,76,104,1670,30,360,9,0,45.4
5179,2000,8,4,19,112,103,9,31,190,75,103,1648,20,270,9,0,45.15
5180,2000,8,4,20,40,38,2,20,178,81,103,1651,20,360,9,0,43.92
5181,2000,8,4,21,5,5,0,1,159,90,101,1626,20,315,7,0,41.46
5182,2000,8,4,22,0,0,0,0,151,91,97,1562,20,270,7,0,39.64
5183,2000,8,4,23,0,0,0,0,142,96,97,1555,20,315,7,0,38.71
5184,2000,8,4,24,0,0,0,0,141,97,97,1561,20,270,7,0,38.61
5185,2000,8,5,1,0,0,0,0,135,97,94,1501,20,270,4,0,37.24
5186,2000,8,5,2,0,0,0,0,139,97,96,1541,20,360,4,0,38.15
5187,2000,8,5,3,0,0,0,0,131,98,92,1477,20,270,4,0,36.33
5188,2000,8,5,4,0,0,0,0,125,98,88,1421,10,360,4,0,34.71
5189,2000,8,5,5,0,0,0,0,128,98,90,1449,0,360,4,0,35.52
5190,2000,8,5,6,10,10,0,10,136,99,96,1542,10,270,4,0,37.85
5191,2000,8,5,7,59,56,3,17,143,99,101,1614,10,270,9,0,39.82
5192,2000,8,5,8,145,134,11,33,155,99,109,1744,10,270,9,0,43.07
5193,2000,8,5,9,232,210,22,45,170,87,105,1686,10,270,9,0,43.6
5194,2000,8,5,10,396,267,129,209,184,79,104,1672,20,315,6,0,44.79
5195,2000,8,5,11,512,294,218,302,185,75,100,1598,30,315,5,0,43.88
5196,2000,8,5,12,664,261,403,512,203,65,97,1549,20,315,2,0,44.96
5197,2000,8,5,13,775,192,583,713,207,63,96,1539,30,315,0,0,45.12
5198,2000,8,5,14,745,211,534,662,206,62,94,1505,30,315,0,0,44.51
5199,2000,8,5,15,603,277,326,430,209,59,91,1459,20,315,3,0,44.06
5200,2000,8,5,16,374,295,79,117,210,62,96,1542,30,270,8,0,45.43
5201,2000,8,5,17,434,209,225,403,213,59,93,1495,20,315,3,0,44.98
5202,2000,8,5,18,252,184,68,163,201,64,94,1506,30,315,7,0,44
5203,2000,8,5,19,146,118,28,103,198,63,91,1455,30,315,8,0,42.93
5204,2000,8,5,20,49,45,4,33,176,73,92,1469,20,293,9,0,40.93
5205,2000,8,5,21,0,0,0,0,147,85,89,1422,10,270,4,0,37.21
5206,2000,8,5,22,0,0,0,0,135,92,89,1424,10,270,4,0,35.98
5207,2000,8,5,23,0,0,0,0,134,94,90,1445,10,270,4,0,36.13
5208,2000,8,5,24,0,0,0,0,125,96,87,1392,0,360,4,0,34.46
5209,2000,8,6,1,0,0,0,0,124,97,87,1397,10,360,7,0,34.35
5210,2000,8,6,2,0,0,0,0,115,97,82,1316,0,360,7,0,32.18
5211,2000,8,6,3,0,0,0,0,111,98,81,1295,10,158,7,0,31.52
5212,2000,8,6,4,0,0,0,0,109,99,80,1291,0,360,7,0,31.06
5213,2000,8,6,5,1,1,0,1,111,98,81,1295,10,180,7,0,31.52
5214,2000,8,6,6,20,17,3,74,114,99,83,1335,10,158,7,0,32.33
5215,2000,8,6,7,118,82,36,187,143,99,101,1614,10,270,7,0,39.82
5216,2000,8,6,8,271,126,145,421,174,94,117,1868,20,180,3,0,47.04
5217,2000,8,6,9,415,159,256,523,198,75,108,1732,30,225,1,0,47.23
5218,2000,8,6,10,555,174,381,619,199,78,113,1813,30,248,0,0,48.6
5219,2000,8,6,11,557,270,287,400,217,72,117,1870,30,248,3,0,51.46
5220,2000,8,6,12,353,323,30,38,212,75,118,1889,30,270,9,0,51.2
5221,2000,8,6,13,305,284,21,26,215,75,120,1924,30,270,9,0,52.02
5222,2000,8,6,14,453,353,100,124,216,73,118,1884,40,270,8,0,51.61
5223,2000,8,6,15,367,325,42,55,212,75,118,1889,40,293,9,0,51.2
5224,2000,8,6,16,309,282,27,40,206,76,115,1845,40,315,9,0,49.83
5225,2000,8,6,17,152,144,8,14,202,76,112,1800,40,315,9,0,48.66
5226,2000,8,6,18,105,100,5,12,193,78,109,1747,40,315,9,0,46.97
5227,2000,8,6,19,90,84,6,21,194,78,110,1758,40,315,9,0,47.33
5228,2000,8,6,20,21,20,1,6,188,81,110,1758,30,293,7,0,46.71
5229,2000,8,6,21,2,2,0,1,179,86,110,1764,20,270,7,0,45.79
5230,2000,8,6,22,0,0,0,0,171,92,112,1794,20,293,7,0,45.47
5231,2000,8,6,23,0,0,0,0,174,90,112,1789,30,270,7,0,45.78
5232,2000,8,6,24,0,0,0,0,174,90,112,1789,20,315,7,0,45.78
5233,2000,8,7,1,0,0,0,0,171,89,108,1736,20,293,7,0,44.46
5234,2000,8,7,2,0,0,0,0,167,90,107,1711,20,315,7,0,43.8
5235,2000,8,7,3,0,0,0,0,167,89,106,1692,20,360,7,0,43.55
5236,2000,8,7,4,0,0,0,0,167,90,107,1711,10,270,7,0,43.8
5237,2000,8,7,5,0,0,0,0,167,90,107,1711,10,270,7,0,43.8
5238,2000,8,7,6,19,18,1,14,164,92,107,1716,10,270,7,0,43.49
5239,2000,8,7,7,126,79,47,254,175,88,110,1760,10,270,5,0,45.38
5240,2000,8,7,8,264,128,136,400,187,80,108,1726,10,270,3,0,46.1
5241,2000,8,7,9,390,175,215,443,197,75,108,1722,10,360,3,0,47.13
5242,2000,8,7,10,511,208,303,494,205,69,104,1664,10,360,2,0,46.94
5243,2000,8,7,11,440,311,129,180,212,67,105,1687,10,270,7,0,47.91
5244,2000,8,7,12,298,277,21,27,208,73,112,1794,30,248,9,0,49.27
5245,2000,8,7,13,275,258,17,21,214,74,118,1887,30,270,9,0,51.41
5246,2000,8,7,14,370,338,32,40,208,75,115,1843,40,315,9,0,50.03
5247,2000,8,7,15,475,326,149,199,207,76,116,1856,40,315,6,0,50.18
5248,2000,8,7,16,275,254,21,32,208,76,117,1868,30,270,9,0,50.54
5249,2000,8,7,17,265,237,28,51,209,77,119,1904,40,315,9,0,51.15
5250,2000,8,7,18,269,177,92,223,210,75,117,1866,30,315,6,0,50.74
5251,2000,8,7,19,109,101,8,32,192,82,114,1825,30,315,9,0,48.13
5252,2000,8,7,20,14,14,0,3,184,77,102,1630,30,45,7,0,44.28
5253,2000,8,7,21,0,0,0,0,176,76,95,1530,20,360,7,0,41.69
5254,2000,8,7,22,0,0,0,0,171,78,95,1521,10,270,7,0,41.18
5255,2000,8,7,23,0,0,0,0,162,84,96,1547,10,270,7,0,40.51
5256,2000,8,7,24,0,0,0,0,153,92,100,1600,10,270,7,0,40.6
5257,2000,8,8,1,0,0,0,0,156,94,104,1666,20,293,6,0,41.91
5258,2000,8,8,2,0,0,0,0,155,94,103,1655,20,270,6,0,41.56
5259,2000,8,8,3,0,0,0,0,151,95,102,1631,10,270,6,1,40.9
5260,2000,8,8,4,0,0,0,0,147,96,100,1606,10,270,6,0,39.98
5261,2000,8,8,5,0,0,0,0,144,97,99,1591,10,270,6,0,39.42
5262,2000,8,8,6,6,6,0,7,148,98,103,1650,10,270,6,0,40.84
5263,2000,8,8,7,32,31,1,6,161,97,111,1775,20,248,9,1,44.19
5264,2000,8,8,8,29,29,0,1,161,92,105,1684,20,270,6,6,42.68
5265,2000,8,8,9,86,83,3,6,161,94,107,1720,30,248,9,4,43.18
5266,2000,8,8,10,291,262,29,48,182,89,116,1860,40,270,9,0,47.61
5267,2000,8,8,11,429,311,118,166,200,80,117,1871,40,293,7,0,49.72
5268,2000,8,8,12,489,338,151,194,201,75,110,1765,40,270,7,0,48.05
5269,2000,8,8,13,433,355,78,97,212,69,109,1738,30,293,8,0,48.92
5270,2000,8,8,14,481,349,132,165,211,70,109,1752,40,293,7,0,48.82
5271,2000,8,8,15,457,327,130,174,208,71,109,1745,40,270,7,0,48.51
5272,2000,8,8,16,473,271,202,304,213,68,108,1723,40,315,5,0,48.77
5273,2000,8,8,17,534,113,421,770,216,65,105,1678,40,315,0,0,48.32
5274,2000,8,8,18,256,178,78,192,196,71,101,1620,30,315,7,0,45.26
5275,2000,8,8,19,204,95,109,422,196,73,104,1665,30,360,3,0,46.02
5276,2000,8,8,20,72,52,20,189,180,79,102,1631,20,270,7,0,43.87
5277,2000,8,8,21,2,2,0,0,158,91,102,1634,10,270,6,0,41.61
5278,2000,8,8,22,0,0,0,0,147,94,98,1572,10,270,6,0,39.48
5279,2000,8,8,23,0,0,0,0,136,96,93,1495,10,293,6,0,37.09
5280,2000,8,8,24,0,0,0,0,135,97,94,1501,10,315,6,0,37.24
5281,2000,8,9,1,0,0,0,0,143,97,99,1581,20,270,3,0,39.32
5282,2000,8,9,2,0,0,0,0,121,97,85,1370,10,270,3,0,33.54
5283,2000,8,9,3,0,0,0,0,111,98,81,1295,0,360,3,0,31.52
5284,2000,8,9,4,0,0,0,0,107,98,78,1261,0,360,3,0,30.35
5285,2000,8,9,5,0,0,0,0,110,99,81,1300,10,158,3,0,31.41
5286,2000,8,9,6,17,16,1,19,122,99,88,1407,10,158,3,0,34.4
5287,2000,8,9,7,102,79,23,128,147,99,103,1656,10,270,7,0,40.74
5288,2000,8,9,8,203,146,57,172,164,94,110,1754,20,113,7,0,44.25
5289,2000,8,9,9,398,164,234,488,177,84,106,1702,30,158,2,0,44.57
5290,2000,8,9,10,486,220,266,437,186,81,108,1736,30,135,3,0,46
5291,2000,8,9,11,567,257,310,437,197,73,105,1676,30,158,3,0,46.37
5292,2000,8,9,12,658,256,402,518,201,71,104,1671,30,158,2,0,46.53
5293,2000,8,9,13,750,206,544,675,218,69,113,1803,30,180,0,0,50.55
5294,2000,8,9,14,720,223,497,625,228,66,115,1833,30,180,0,0,52.09
5295,2000,8,9,15,608,263,345,462,232,65,116,1849,30,180,2,0,52.75
5296,2000,8,9,16,511,250,261,396,233,63,113,1803,30,180,3,0,52.1
5297,2000,8,9,17,400,217,183,337,234,62,112,1785,30,180,4,0,51.94
5298,2000,8,9,18,177,163,14,36,230,64,112,1799,40,180,9,0,51.53
5299,2000,8,9,19,92,86,6,24,221,66,110,1756,20,158,9,0,50.1
5300,2000,8,9,20,32,30,2,19,210,73,114,1816,20,158,9,0,49.98
5301,2000,8,9,21,0,0,0,0,208,74,114,1818,20,158,3,0,49.78
5302,2000,8,9,22,0,0,0,0,197,80,115,1837,20,180,3,0,48.9
5303,2000,8,9,23,0,0,0,0,187,85,115,1833,20,180,3,0,47.87
5304,2000,8,9,24,0,0,0,0,194,82,116,1848,20,180,3,0,48.85
5305,2000,8,10,1,0,0,0,0,188,84,114,1823,20,158,9,0,47.72
5306,2000,8,10,2,0,0,0,0,189,83,113,1813,20,180,9,0,47.57
5307,2000,8,10,3,0,0,0,0,176,88,111,1771,20,203,9,0,45.73
5308,2000,8,10,4,0,0,0,0,185,84,112,1789,30,270,9,0,46.91
5309,2000,8,10,5,0,0,0,0,177,85,108,1722,30,248,9,0,45.08
5310,2000,8,10,6,8,8,0,20,173,86,106,1699,30,248,9,0,44.16
5311,2000,8,10,7,37,36,1,8,176,88,111,1771,40,225,9,0,45.73
5312,2000,8,10,8,73,70,3,9,180,89,115,1837,40,225,9,0,47.15
5313,2000,8,10,9,172,160,12,24,194,85,120,1915,50,225,9,0,49.86
5314,2000,8,10,10,192,181,11,19,196,84,120,1916,50,248,9,0,50.06
5315,2000,8,10,11,288,266,22,31,207,81,124,1978,50,248,9,0,52.21
5316,2000,8,10,12,237,223,14,18,195,83,118,1882,40,270,9,0,49.45
5317,2000,8,10,13,312,289,23,28,207,80,122,1954,40,270,9,2,51.7
5318,2000,8,10,14,188,180,8,10,185,93,124,1981,30,270,9,0,49.94
5319,2000,8,10,15,174,166,8,10,187,90,122,1941,30,270,9,2,49.64
5320,2000,8,10,16,110,107,3,5,190,88,121,1934,20,270,9,2,49.7
5321,2000,8,10,17,116,111,5,9,188,88,120,1910,30,270,9,0,49.24
5322,2000,8,10,18,164,151,13,31,196,80,114,1825,30,270,9,0,48.55
5323,2000,8,10,19,73,69,4,16,194,85,120,1915,20,248,9,0,49.86
5324,2000,8,10,20,16,16,0,5,191,84,116,1858,30,270,9,0,48.54
5325,2000,8,10,21,0,0,0,0,186,87,117,1865,10,270,9,0,48.28
5326,2000,8,10,22,0,0,0,0,184,87,115,1842,20,248,9,0,47.56
5327,2000,8,10,23,0,0,0,0,182,87,114,1819,20,248,9,0,47.11
5328,2000,8,10,24,0,0,0,0,177,89,113,1803,20,248,9,0,46.34
5329,2000,8,11,1,0,0,0,0,175,91,114,1820,20,248,5,0,46.39
5330,2000,8,11,2,0,0,0,0,176,90,113,1812,20,248,5,0,46.24
5331,2000,8,11,3,0,0,0,0,175,92,115,1840,20,248,5,0,46.64
5332,2000,8,11,4,0,0,0,0,173,93,115,1837,20,248,5,0,46.43
5333,2000,8,11,5,0,0,0,0,171,94,115,1833,10,270,5,0,46.23
5334,2000,8,11,6,4,4,0,7,170,93,113,1802,10,270,5,0,45.62
5335,2000,8,11,7,33,32,1,7,175,91,114,1820,10,270,9,0,46.39
5336,2000,8,11,8,118,110,8,24,185,84,112,1789,20,270,9,0,46.91
5337,2000,8,11,9,288,207,81,172,200,76,111,1777,20,315,7,0,48.2
5338,2000,8,11,10,416,251,165,274,207,66,101,1612,20,293,5,0,46.39
5339,2000,8,11,11,465,300,165,235,209,62,96,1533,20,270,6,0,45.33
5340,2000,8,11,12,565,309,256,332,225,58,99,1581,20,270,4,0,47.72
5341,2000,8,11,13,474,351,123,154,217,56,91,1454,30,315,7,0,44.88
5342,2000,8,11,14,727,210,517,655,225,51,87,1391,30,270,0,0,44.68
5343,2000,8,11,15,563,286,277,375,225,51,87,1391,40,293,4,0,44.68
5344,2000,8,11,16,496,253,243,372,224,51,86,1382,30,315,4,0,44.33
5345,2000,8,11,17,340,232,108,201,222,54,90,1446,30,270,6,0,45.14
5346,2000,8,11,18,320,143,177,445,215,56,89,1436,40,270,3,0,44.17
5347,2000,8,11,19,114,104,10,40,205,65,98,1568,20,270,9,0,45.42
5348,2000,8,11,20,25,24,1,14,192,71,99,1580,10,270,5,0,44.34
5349,2000,8,11,21,0,0,0,0,176,74,93,1490,10,270,5,0,41.19
5350,2000,8,11,22,0,0,0,0,156,87,96,1542,0,360,5,0,39.9
5351,2000,8,11,23,0,0,0,0,149,91,96,1542,10,270,5,0,39.18
5352,2000,8,11,24,0,0,0,0,137,91,89,1427,10,270,5,0,36.19
5353,2000,8,12,1,0,0,0,0,131,96,90,1447,10,270,1,0,35.82
5354,2000,8,12,2,0,0,0,0,126,97,88,1415,10,270,1,0,34.81
5355,2000,8,12,3,0,0,0,0,112,97,80,1290,0,360,1,0,31.37
5356,2000,8,12,4,0,0,0,0,117,99,85,1361,20,270,1,0,33.14
5357,2000,8,12,5,0,0,0,0,102,98,76,1220,10,270,1,0,29.34
5358,2000,8,12,6,16,16,0,8,105,99,78,1257,10,270,1,0,30.15
5359,2000,8,12,7,108,73,35,207,141,99,99,1593,10,270,6,0,39.11
5360,2000,8,12,8,258,118,140,432,169,89,107,1714,20,360,3,0,44
5361,2000,8,12,9,412,144,268,571,185,74,98,1576,20,23,1,0,43.37
5362,2000,8,12,10,572,137,435,727,200,69,101,1614,20,360,0,0,45.67
5363,2000,8,12,11,681,147,534,762,214,64,102,1632,20,270,0,0,47.36
5364,2000,8,12,12,763,143,620,807,216,58,93,1497,20,315,0,0,45.28
5365,2000,8,12,13,798,142,656,823,226,55,94,1509,20,248,0,0,46.56
5366,2000,8,12,14,772,158,614,781,229,53,92,1481,20,45,0,0,46.36
5367,2000,8,12,15,655,217,438,595,232,51,90,1451,20,293,0,0,46.16
5368,2000,8,12,16,460,267,193,297,230,54,95,1518,20,293,5,0,47.22
5369,2000,8,12,17,321,233,88,165,229,54,94,1508,10,270,7,0,46.87
5370,2000,8,12,18,252,170,82,209,229,55,96,1536,20,270,6,0,47.37
5371,2000,8,12,19,136,106,30,124,221,59,98,1570,20,360,7,0,47.06
5372,2000,8,12,20,44,38,6,72,191,73,101,1614,20,45,8,0,44.75
5373,2000,8,12,21,0,0,0,0,176,79,99,1590,20,45,1,0,42.7
5374,2000,8,12,22,0,0,0,0,148,90,94,1515,20,68,1,0,38.57
5375,2000,8,12,23,0,0,0,0,148,91,96,1532,20,90,1,0,39.08
5376,2000,8,12,24,0,0,0,0,153,88,95,1530,20,90,1,0,39.34
5377,2000,8,13,1,0,0,0,0,131,94,88,1417,10,90,4,0,35.32
5378,2000,8,13,2,0,0,0,0,124,96,86,1382,10,135,4,0,34.1
5379,2000,8,13,3,0,0,0,0,124,97,87,1397,20,135,4,0,34.35
5380,2000,8,13,4,0,0,0,0,123,97,86,1388,20,135,4,0,34
5381,2000,8,13,5,0,0,0,0,127,98,90,1439,20,135,4,0,35.42
5382,2000,8,13,6,13,13,0,4,132,98,93,1487,20,135,4,0,36.68
5383,2000,8,13,7,79,71,8,48,160,97,110,1764,20,135,9,0,43.84
5384,2000,8,13,8,189,141,48,151,185,82,109,1747,20,135,7,0,46.15
5385,2000,8,13,9,324,195,129,277,209,77,119,1904,30,158,5,0,51.15
5386,2000,8,13,10,450,232,218,366,226,69,118,1893,30,158,4,0,52.64
5387,2000,8,13,11,576,241,335,481,249,67,132,2111,30,158,2,0,58.56
5388,2000,8,13,12,661,242,419,548,263,57,122,1951,40,158,1,0,57.47
5389,2000,8,13,13,703,238,465,586,278,54,126,2019,50,135,1,0,60.03
5390,2000,8,13,14,694,234,460,588,281,51,121,1940,50,158,1,0,59.06
5391,2000,8,13,15,588,266,322,440,283,51,123,1963,50,158,3,0,59.78
5392,2000,8,13,16,268,247,21,32,267,58,127,2033,30,135,9,0,59.15
5393,2000,8,13,17,288,232,56,105,276,59,137,2180,20,158,8,0,62.62
5394,2000,8,13,18,249,168,81,208,276,60,139,2217,30,135,6,0,63.13
5395,2000,8,13,19,59,56,3,12,259,66,138,2207,20,135,9,0,61.12
5396,2000,8,13,20,28,26,2,22,249,68,134,2142,20,135,4,0,59.07
5397,2000,8,13,21,0,0,0,0,227,74,128,2042,20,135,4,0,55.28
5398,2000,8,13,22,0,0,0,0,233,70,125,2003,30,135,4,0,55.14
